Pose,Real_Class,Docking_score
CHEMBL375427_size_20_002,Inactive,-8.2
CHEMBL375747_size_20_001,Inactive,-8.6
CHEMBL375747_size_20_002,Inactive,-8.6
CHEMBL375747_size_20_003,Inactive,-7.2
CHEMBL375747_size_20_004,Inactive,-6.2
CHEMBL375748_size_20_001,Inactive,-9.5
CHEMBL375748_size_20_002,Inactive,-8.8
CHEMBL375748_size_20_003,Inactive,-8.3
CHEMBL375748_size_20_004,Inactive,-7.4
CHEMBL375748_size_20_005,Inactive,-7.4
CHEMBL375812_size_20_001,Inactive,-10.9
CHEMBL3758197_size_20_001,Inactive,-8.7
CHEMBL3758197_size_20_002,Inactive,-7.5
CHEMBL3758197_size_20_003,Inactive,-7.2
CHEMBL3758197_size_20_004,Inactive,-6.7
CHEMBL3758197_size_20_005,Inactive,-6.2
CHEMBL3758549_size_20_001,Inactive,-7.9
CHEMBL3758549_size_20_002,Inactive,-7
CHEMBL3758549_size_20_003,Inactive,-6.9
CHEMBL3758549_size_20_004,Inactive,-5
CHEMBL3758885_size_20_001,Inactive,-8.6
CHEMBL3758885_size_20_002,Inactive,-8.2
CHEMBL3758885_size_20_003,Inactive,-7.8
CHEMBL3758885_size_20_004,Inactive,-6.5
CHEMBL3758885_size_20_005,Inactive,-5.7
CHEMBL3758919_size_20_001,Inactive,-8.2
CHEMBL3759133_size_20_001,Inactive,-8.2
CHEMBL3759133_size_20_002,Inactive,-7.8
CHEMBL3759133_size_20_003,Inactive,-7.4
CHEMBL3759448_size_20_001,Inactive,-8.8
CHEMBL3759448_size_20_002,Inactive,-7.3
CHEMBL3759448_size_20_003,Inactive,-7.1
CHEMBL3759448_size_20_004,Inactive,-6
CHEMBL376050_size_20_001,Inactive,-9.4
CHEMBL376050_size_20_002,Inactive,-7.3
CHEMBL376050_size_20_003,Inactive,-6.7
CHEMBL376235_size_20_001,Inactive,-10
CHEMBL376235_size_20_002,Inactive,-9.7
CHEMBL376235_size_20_003,Inactive,-9
CHEMBL3763179_size_20_001,Inactive,-8.9
CHEMBL3763179_size_20_002,Inactive,-7.3
CHEMBL3763225_size_20_001,Inactive,-8.1
CHEMBL3763225_size_20_002,Inactive,-8.1
CHEMBL3763225_size_20_003,Inactive,-6.9
CHEMBL3763225_size_20_004,Inactive,-6.9
CHEMBL3763225_size_20_005,Inactive,-5.9
CHEMBL3763225_size_20_006,Inactive,-5.5
CHEMBL376325_size_20_001,Inactive,-9.4
CHEMBL376325_size_20_002,Inactive,-9
CHEMBL376325_size_20_003,Inactive,-6.7
CHEMBL3763278_size_20_001,Inactive,-8.2
CHEMBL3763278_size_20_002,Inactive,-6.5
CHEMBL3763278_size_20_003,Inactive,-5.5
CHEMBL3763373_size_20_001,Inactive,-8.6
CHEMBL3763373_size_20_002,Inactive,-6.5
CHEMBL3763491_size_20_001,Inactive,-8
CHEMBL3763491_size_20_002,Inactive,-7.8
CHEMBL3763491_size_20_003,Inactive,-5
CHEMBL3763509_size_20_001,Inactive,-9
CHEMBL3763509_size_20_002,Inactive,-7.4
CHEMBL3763509_size_20_003,Inactive,-7.2
CHEMBL3763549_size_20_001,Inactive,-8.4
CHEMBL3763549_size_20_002,Inactive,-7.6
CHEMBL3763549_size_20_003,Inactive,-7.5
CHEMBL3763549_size_20_004,Inactive,-7.5
CHEMBL3763549_size_20_005,Inactive,-6.9
CHEMBL3763549_size_20_006,Inactive,-6.4
CHEMBL3763787_size_20_001,Inactive,-8.7
CHEMBL3763787_size_20_002,Inactive,-7.8
CHEMBL3763787_size_20_003,Inactive,-7.2
CHEMBL3763787_size_20_004,Inactive,-6.1
CHEMBL3763787_size_20_005,Inactive,-5.8
CHEMBL3763887_size_20_001,Inactive,-8.5
CHEMBL3763887_size_20_002,Inactive,-6.5
CHEMBL3763987_size_20_001,Inactive,-8.9
CHEMBL3763987_size_20_002,Inactive,-8.1
CHEMBL3763987_size_20_003,Inactive,-7.3
CHEMBL3763987_size_20_004,Inactive,-6.7
CHEMBL3764004_size_20_001,Inactive,-8.6
CHEMBL3764004_size_20_002,Inactive,-8.4
CHEMBL3764004_size_20_003,Inactive,-8
CHEMBL3764004_size_20_004,Inactive,-7.8
CHEMBL3764004_size_20_005,Inactive,-7.1
CHEMBL3764102_size_20_001,Inactive,-9.1
CHEMBL3764102_size_20_002,Inactive,-8.3
CHEMBL3764102_size_20_003,Inactive,-8.2
CHEMBL3764102_size_20_004,Inactive,-7.9
CHEMBL3764123_size_20_001,Inactive,-7.8
CHEMBL3764123_size_20_002,Inactive,-7
CHEMBL3764123_size_20_003,Inactive,-7
CHEMBL376418_size_20_001,Inactive,-8.5
CHEMBL376418_size_20_002,Inactive,-7.9
CHEMBL376418_size_20_003,Inactive,-6
CHEMBL3764209_size_20_001,Inactive,-8.8
CHEMBL3764209_size_20_002,Inactive,-7.6
CHEMBL3764216_size_20_001,Inactive,-9
CHEMBL3764216_size_20_002,Inactive,-8.6
CHEMBL3764216_size_20_003,Inactive,-8.4
CHEMBL3764216_size_20_004,Inactive,-7.4
CHEMBL3764216_size_20_005,Inactive,-7.1
CHEMBL3764333_size_20_001,Inactive,-8.9
CHEMBL3764333_size_20_002,Inactive,-8.7
CHEMBL3764393_size_20_001,Inactive,-8.5
CHEMBL3764393_size_20_002,Inactive,-6.9
CHEMBL3764393_size_20_003,Inactive,-6.8
CHEMBL3764393_size_20_004,Inactive,-6.8
CHEMBL3764424_size_20_001,Inactive,-8.6
CHEMBL3764424_size_20_002,Inactive,-7.8
CHEMBL3764424_size_20_003,Inactive,-7.8
CHEMBL3764424_size_20_004,Inactive,-7.8
CHEMBL3764424_size_20_005,Inactive,-7.5
CHEMBL3764424_size_20_006,Inactive,-7.1
CHEMBL3764450_size_20_001,Inactive,-8.3
CHEMBL3764450_size_20_002,Inactive,-7.5
CHEMBL3764453_size_20_001,Inactive,-8.6
CHEMBL3764453_size_20_002,Inactive,-7.7
CHEMBL3764453_size_20_003,Inactive,-7.5
CHEMBL3764453_size_20_004,Inactive,-7
CHEMBL3764453_size_20_005,Inactive,-6.8
CHEMBL3764453_size_20_006,Inactive,-6.4
CHEMBL3764468_size_20_001,Inactive,-9
CHEMBL3764468_size_20_002,Inactive,-8.5
CHEMBL3764468_size_20_003,Inactive,-8.3
CHEMBL3764546_size_20_001,Inactive,-9.5
CHEMBL3764546_size_20_002,Inactive,-8.3
CHEMBL3764546_size_20_003,Inactive,-8
CHEMBL376460_size_20_001,Inactive,-8.9
CHEMBL376460_size_20_002,Inactive,-7.9
CHEMBL376460_size_20_003,Inactive,-6.5
CHEMBL3764672_size_20_001,Inactive,-8
CHEMBL3764672_size_20_002,Inactive,-7.8
CHEMBL3764672_size_20_003,Inactive,-6.4
CHEMBL3764672_size_20_004,Inactive,-5.9
CHEMBL3764773_size_20_001,Inactive,-8.5
CHEMBL3764773_size_20_002,Inactive,-6.1
CHEMBL3764773_size_20_003,Inactive,-5.7
CHEMBL3764795_size_20_001,Inactive,-8.6
CHEMBL3764795_size_20_002,Inactive,-8.4
CHEMBL3764795_size_20_003,Inactive,-8.3
CHEMBL3764848_size_20_001,Inactive,-8
CHEMBL3764848_size_20_002,Inactive,-7.4
CHEMBL3764848_size_20_003,Inactive,-7
CHEMBL3764848_size_20_004,Inactive,-6.9
CHEMBL3764848_size_20_005,Inactive,-6.7
CHEMBL3764848_size_20_006,Inactive,-6.1
CHEMBL3764848_size_20_007,Inactive,-5.9
CHEMBL3764891_size_20_001,Inactive,-8.5
CHEMBL3764891_size_20_002,Inactive,-5.9
CHEMBL3764948_size_20_001,Inactive,-8.3
CHEMBL3764948_size_20_002,Inactive,-8
CHEMBL3764948_size_20_003,Inactive,-7.4
CHEMBL3764948_size_20_004,Inactive,-7.2
CHEMBL3765141_size_20_001,Inactive,-8.3
CHEMBL3765141_size_20_002,Inactive,-7.6
CHEMBL3765141_size_20_003,Inactive,-6.3
CHEMBL3765141_size_20_004,Inactive,-6.1
CHEMBL3765141_size_20_005,Inactive,-5.4
CHEMBL3765347_size_20_001,Inactive,-8.4
CHEMBL3765347_size_20_002,Inactive,-8
CHEMBL3765347_size_20_003,Inactive,-6.8
CHEMBL3765347_size_20_004,Inactive,-6.6
CHEMBL3765347_size_20_005,Inactive,-6.6
CHEMBL3765360_size_20_001,Inactive,-8.9
CHEMBL3765360_size_20_002,Inactive,-7.9
CHEMBL3765360_size_20_003,Inactive,-7.6
CHEMBL3765360_size_20_004,Inactive,-7.1
CHEMBL3765360_size_20_005,Inactive,-6.9
CHEMBL3765360_size_20_006,Inactive,-6.6
CHEMBL376537_size_20_001,Inactive,-9.2
CHEMBL376537_size_20_002,Inactive,-7
CHEMBL3765492_size_20_001,Inactive,-8.4
CHEMBL3765492_size_20_002,Inactive,-7.8
CHEMBL3765492_size_20_003,Inactive,-7.1
CHEMBL3765492_size_20_004,Inactive,-6.1
CHEMBL3765522_size_20_001,Inactive,-9.5
CHEMBL3765522_size_20_002,Inactive,-9.3
CHEMBL3765522_size_20_003,Inactive,-8.7
CHEMBL3765522_size_20_004,Inactive,-7.3
CHEMBL3765559_size_20_001,Inactive,-8.8
CHEMBL3765559_size_20_002,Inactive,-8.7
CHEMBL3765559_size_20_003,Inactive,-6
CHEMBL3765618_size_20_001,Inactive,-8.6
CHEMBL3765618_size_20_002,Inactive,-8
CHEMBL3765638_size_20_001,Inactive,-8.3
CHEMBL3765638_size_20_002,Inactive,-7.9
CHEMBL3765638_size_20_003,Inactive,-7.4
CHEMBL3765638_size_20_004,Inactive,-6.9
CHEMBL3765638_size_20_005,Inactive,-6.6
CHEMBL3765679_size_20_001,Inactive,-9.8
CHEMBL3765679_size_20_002,Inactive,-7.9
CHEMBL3765690_size_20_001,Inactive,-9
CHEMBL3765690_size_20_002,Inactive,-8.3
CHEMBL3765690_size_20_003,Inactive,-8.1
CHEMBL3765690_size_20_004,Inactive,-7.7
CHEMBL3765763_size_20_001,Inactive,-7.8
CHEMBL3765763_size_20_002,Inactive,-7.5
CHEMBL3765763_size_20_003,Inactive,-7.2
CHEMBL3765763_size_20_004,Inactive,-6.8
CHEMBL3765763_size_20_005,Inactive,-6.6
CHEMBL3765763_size_20_006,Inactive,-5.1
CHEMBL3765766_size_20_001,Inactive,-8.3
CHEMBL3765766_size_20_002,Inactive,-8.3
CHEMBL3765766_size_20_003,Inactive,-5.6
CHEMBL3765766_size_20_004,Inactive,-5.4
CHEMBL377093_size_20_001,Inactive,-5.3
CHEMBL377218_size_20_001,Inactive,-7.9
CHEMBL377218_size_20_002,Inactive,-7.3
CHEMBL377218_size_20_003,Inactive,-5.2
CHEMBL3774855_size_20_001,Inactive,-6.6
CHEMBL3774855_size_20_002,Inactive,-6.4
CHEMBL377660_size_20_001,Inactive,-9.3
CHEMBL377660_size_20_002,Inactive,-8.4
CHEMBL377660_size_20_003,Inactive,-7.3
CHEMBL377695_size_20_001,Inactive,-5
CHEMBL377695_size_20_002,Inactive,-4.9
CHEMBL377695_size_20_003,Inactive,-4.9
CHEMBL377695_size_20_004,Inactive,-4.9
CHEMBL377695_size_20_005,Inactive,-4.7
CHEMBL377883_size_20_001,Inactive,-4.2
CHEMBL378057_size_20_001,Inactive,-8.8
CHEMBL378068_size_20_001,Inactive,-8.8
CHEMBL378068_size_20_002,Inactive,-7.2
CHEMBL378068_size_20_003,Inactive,-7.2
CHEMBL378068_size_20_004,Inactive,-7
CHEMBL378068_size_20_005,Inactive,-6.5
CHEMBL3780991_size_20_001,Inactive,-8.7
CHEMBL3780991_size_20_002,Inactive,-7.2
CHEMBL3781370_size_20_001,Inactive,-8.8
CHEMBL3781370_size_20_002,Inactive,-7.1
CHEMBL3781370_size_20_003,Inactive,-6.8
CHEMBL3781424_size_20_001,Inactive,-5.1
CHEMBL378160_size_20_001,Inactive,-7.3
CHEMBL378160_size_20_002,Inactive,-6.7
CHEMBL378160_size_20_003,Inactive,-4.5
CHEMBL3781727_size_20_001,Inactive,-7.6
CHEMBL3781727_size_20_002,Inactive,-5.1
CHEMBL3781901_size_20_001,Inactive,-9
CHEMBL3781901_size_20_002,Inactive,-8.9
CHEMBL3781901_size_20_003,Inactive,-8.7
CHEMBL3781901_size_20_004,Inactive,-8.3
CHEMBL3781901_size_20_005,Inactive,-8
CHEMBL3781940_size_20_001,Inactive,-9
CHEMBL3781940_size_20_002,Inactive,-6.1
CHEMBL3781952_size_20_001,Inactive,-9.9
CHEMBL3781952_size_20_002,Inactive,-8.5
CHEMBL378325_size_20_001,Inactive,-6.5
CHEMBL378325_size_20_002,Inactive,-6.1
CHEMBL378325_size_20_003,Inactive,-5.9
CHEMBL3785872_size_20_001,Inactive,-4.7
CHEMBL3785872_size_20_002,Inactive,-4
CHEMBL3785872_size_20_003,Inactive,-3.8
CHEMBL3786626_size_20_001,Inactive,-4.6
CHEMBL3786626_size_20_002,Inactive,-4.4
CHEMBL3786626_size_20_003,Inactive,-3.9
CHEMBL3786626_size_20_004,Inactive,-3.4
CHEMBL3786626_size_20_005,Inactive,-2.3
CHEMBL378881_size_20_001,Inactive,-7.6
CHEMBL378881_size_20_002,Inactive,-7.6
CHEMBL378881_size_20_003,Inactive,-6.6
CHEMBL378881_size_20_004,Inactive,-6.3
CHEMBL379123_size_20_001,Inactive,-8.4
CHEMBL379123_size_20_002,Inactive,-8.4
CHEMBL379123_size_20_003,Inactive,-8.1
CHEMBL379145_size_20_001,Inactive,-4.5
CHEMBL379145_size_20_002,Inactive,-4.4
CHEMBL379851_size_20_001,Inactive,-4.5
CHEMBL379851_size_20_002,Inactive,-4.4
CHEMBL379851_size_20_003,Inactive,-3.7
CHEMBL380232_size_20_001,Inactive,-7
CHEMBL380232_size_20_002,Inactive,-5.7
CHEMBL380961_size_20_001,Inactive,-11.5
CHEMBL380961_size_20_002,Inactive,-11.5
CHEMBL381066_size_20_001,Inactive,-2
CHEMBL381066_size_20_002,Inactive,-2
CHEMBL381468_size_20_001,Inactive,-7.8
CHEMBL381468_size_20_002,Inactive,-7.6
CHEMBL3817950_size_20_001,Inactive,-8.8
CHEMBL3817950_size_20_002,Inactive,-8.6
CHEMBL3817950_size_20_003,Inactive,-8.6
CHEMBL3817950_size_20_004,Inactive,-8.5
CHEMBL3817950_size_20_005,Inactive,-7.5
CHEMBL3818059_size_20_001,Inactive,-9.3
CHEMBL3818107_size_20_001,Inactive,-9
CHEMBL3818149_size_20_001,Inactive,-8.3
CHEMBL3818149_size_20_002,Inactive,-7.5
CHEMBL3818149_size_20_003,Inactive,-6.9
CHEMBL3818149_size_20_004,Inactive,-5.4
CHEMBL3818218_size_20_001,Inactive,-6.5
CHEMBL3818218_size_20_002,Inactive,-5.7
CHEMBL3818218_size_20_003,Inactive,-5.5
CHEMBL3818218_size_20_004,Inactive,-4
CHEMBL3818218_size_20_005,Inactive,-3.8
CHEMBL3818537_size_20_001,Inactive,-7.8
CHEMBL3818601_size_20_001,Inactive,-9.4
CHEMBL3818601_size_20_002,Inactive,-8.4
CHEMBL381865_size_20_001,Inactive,-7.2
CHEMBL381865_size_20_002,Inactive,-6.5
CHEMBL381865_size_20_003,Inactive,-4.6
CHEMBL3818875_size_20_001,Inactive,-6.8
CHEMBL3818875_size_20_002,Inactive,-5.5
CHEMBL381889_size_20_001,Inactive,-3.7
CHEMBL3818976_size_20_001,Inactive,-8.3
CHEMBL3818976_size_20_002,Inactive,-8.2
CHEMBL3818976_size_20_003,Inactive,-7.1
CHEMBL3818976_size_20_004,Inactive,-6.9
CHEMBL3818976_size_20_005,Inactive,-6.6
CHEMBL3818976_size_20_006,Inactive,-6.2
CHEMBL3818976_size_20_007,Inactive,-6.1
CHEMBL3819103_size_20_001,Inactive,-8.1
CHEMBL3819103_size_20_002,Inactive,-5.5
CHEMBL3819337_size_20_001,Inactive,-7.6
CHEMBL3819337_size_20_002,Inactive,-7.4
CHEMBL3819337_size_20_003,Inactive,-6.2
CHEMBL3819337_size_20_004,Inactive,-5.6
CHEMBL3819535_size_20_001,Inactive,-6
CHEMBL3827709_size_20_001,Inactive,-9.8
CHEMBL3827709_size_20_002,Inactive,-9.5
CHEMBL3827709_size_20_003,Inactive,-8.8
CHEMBL382928_size_20_001,Inactive,-10.3
CHEMBL382928_size_20_002,Inactive,-8.8
CHEMBL382928_size_20_003,Inactive,-8.5
CHEMBL382928_size_20_004,Inactive,-8.5
CHEMBL382928_size_20_005,Inactive,-8.5
CHEMBL382982_size_20_001,Inactive,-9.7
CHEMBL383132_size_20_001,Inactive,-9.5
CHEMBL383132_size_20_002,Inactive,-8.4
CHEMBL383313_size_20_001,Inactive,-4
CHEMBL383313_size_20_002,Inactive,-3.2
CHEMBL383404_size_20_001,Inactive,-3.6
CHEMBL383404_size_20_002,Inactive,-3.3
CHEMBL384762_size_20_001,Inactive,-10.3
CHEMBL384762_size_20_002,Inactive,-7.9
CHEMBL38508_size_20_001,Inactive,-10.1
CHEMBL385106_size_20_001,Inactive,-9.5
CHEMBL385106_size_20_002,Inactive,-9.4
CHEMBL385106_size_20_003,Inactive,-7.3
CHEMBL385974_size_20_001,Inactive,-9.9
CHEMBL385974_size_20_002,Inactive,-9.1
CHEMBL385974_size_20_003,Inactive,-7.4
CHEMBL385974_size_20_004,Inactive,-7.3
CHEMBL385974_size_20_005,Inactive,-7
CHEMBL387094_size_20_001,Inactive,-6.9
CHEMBL387094_size_20_002,Inactive,-6.4
CHEMBL387094_size_20_003,Inactive,-5.4
CHEMBL387094_size_20_004,Inactive,-4
CHEMBL387133_size_20_001,Inactive,-9.6
CHEMBL387133_size_20_002,Inactive,-8.8
CHEMBL387203_size_20_001,Inactive,-9.1
CHEMBL387203_size_20_002,Inactive,-6.2
CHEMBL387261_size_20_001,Inactive,-8.8
CHEMBL387261_size_20_002,Inactive,-8.5
CHEMBL387261_size_20_003,Inactive,-6.8
CHEMBL387350_size_20_001,Inactive,-6.1
CHEMBL387350_size_20_002,Inactive,-4.2
CHEMBL387373_size_20_001,Inactive,-3.9
CHEMBL387588_size_20_001,Inactive,-8.2
CHEMBL387588_size_20_002,Inactive,-8
CHEMBL387588_size_20_003,Inactive,-7.7
CHEMBL387588_size_20_004,Inactive,-6.7
CHEMBL388540_size_20_001,Inactive,-8
CHEMBL388540_size_20_002,Inactive,-8
CHEMBL388540_size_20_003,Inactive,-7.8
CHEMBL3892207_size_20_001,Inactive,-9.7
CHEMBL3892207_size_20_002,Inactive,-7.9
CHEMBL3892207_size_20_003,Inactive,-7.5
CHEMBL3894017_size_20_001,Inactive,-10.4
CHEMBL3894017_size_20_002,Inactive,-9.6
CHEMBL3894017_size_20_003,Inactive,-9.1
CHEMBL3894017_size_20_004,Inactive,-9.1
CHEMBL3894017_size_20_005,Inactive,-8.7
CHEMBL3894017_size_20_006,Inactive,-8.3
CHEMBL38943_size_20_001,Inactive,-9.8
CHEMBL38943_size_20_002,Inactive,-8.4
CHEMBL3895104_size_20_001,Inactive,-8.9
CHEMBL3895104_size_20_002,Inactive,-8.3
CHEMBL3895104_size_20_003,Inactive,-7.6
CHEMBL3895481_size_20_001,Inactive,-8.6
CHEMBL3895481_size_20_002,Inactive,-7.2
CHEMBL389768_size_20_001,Inactive,-8.7
CHEMBL389768_size_20_002,Inactive,-6.2
CHEMBL389768_size_20_003,Inactive,-5.7
CHEMBL389768_size_20_004,Inactive,-5.7
CHEMBL389769_size_20_001,Inactive,-6.6
CHEMBL389769_size_20_002,Inactive,-6.1
CHEMBL389769_size_20_003,Inactive,-5
CHEMBL389769_size_20_004,Inactive,-4.6
CHEMBL390004_size_20_001,Inactive,-8.7
CHEMBL390005_size_20_001,Inactive,-8.7
CHEMBL390005_size_20_002,Inactive,-7.8
CHEMBL390005_size_20_003,Inactive,-7.2
CHEMBL3901902_size_20_001,Inactive,-10.7
CHEMBL3901902_size_20_002,Inactive,-10.4
CHEMBL3901902_size_20_003,Inactive,-8.5
CHEMBL390199_size_20_001,Inactive,-7.4
CHEMBL390199_size_20_002,Inactive,-6.8
CHEMBL390199_size_20_003,Inactive,-6.1
CHEMBL390199_size_20_004,Inactive,-5.6
CHEMBL3904658_size_20_001,Inactive,-9.4
CHEMBL3904658_size_20_002,Inactive,-8.3
CHEMBL3904658_size_20_003,Inactive,-8.1
CHEMBL3905699_size_20_001,Inactive,-8.9
CHEMBL3905699_size_20_002,Inactive,-8.8
CHEMBL3905699_size_20_003,Inactive,-7.9
CHEMBL3907572_size_20_001,Inactive,-10.3
CHEMBL3907572_size_20_002,Inactive,-9.8
CHEMBL3907572_size_20_003,Inactive,-7.6
CHEMBL391068_size_20_001,Inactive,-10.2
CHEMBL391264_size_20_001,Inactive,-7.1
CHEMBL391264_size_20_002,Inactive,-6.2
CHEMBL391264_size_20_003,Inactive,-5.6
CHEMBL391264_size_20_004,Inactive,-4.1
CHEMBL391283_size_20_001,Inactive,-8.6
CHEMBL391283_size_20_002,Inactive,-7.3
CHEMBL39129_size_20_001,Inactive,-9.7
CHEMBL39129_size_20_002,Inactive,-8.6
CHEMBL3914680_size_20_001,Inactive,-9.4
CHEMBL3914680_size_20_002,Inactive,-7.4
CHEMBL3914680_size_20_003,Inactive,-6.7
CHEMBL391470_size_20_001,Inactive,-7.2
CHEMBL391470_size_20_002,Inactive,-5.9
CHEMBL391470_size_20_003,Inactive,-4.9
CHEMBL39176_size_20_001,Inactive,-9
CHEMBL39176_size_20_002,Inactive,-8.4
CHEMBL39176_size_20_003,Inactive,-7.7
CHEMBL39176_size_20_004,Inactive,-7
CHEMBL39176_size_20_005,Inactive,-6.6
CHEMBL391782_size_20_001,Inactive,-9.8
CHEMBL391782_size_20_002,Inactive,-9.2
CHEMBL391782_size_20_003,Inactive,-8.8
CHEMBL391782_size_20_004,Inactive,-7.9
CHEMBL391987_size_20_001,Inactive,-10
CHEMBL391987_size_20_002,Inactive,-10
CHEMBL3920153_size_20_001,Inactive,-2
CHEMBL3920153_size_20_002,Inactive,-1.8
CHEMBL392058_size_20_001,Inactive,-10.4
CHEMBL392058_size_20_002,Inactive,-9.4
CHEMBL392063_size_20_001,Inactive,-6.9
CHEMBL392063_size_20_002,Inactive,-6.9
CHEMBL392063_size_20_003,Inactive,-4.5
CHEMBL3921000_size_20_001,Inactive,-4.8
CHEMBL3921000_size_20_002,Inactive,-4.2
CHEMBL3921000_size_20_003,Inactive,-3.7
CHEMBL3921000_size_20_004,Inactive,-2.6
CHEMBL3925405_size_20_001,Inactive,-9.3
CHEMBL3925405_size_20_002,Inactive,-9.1
CHEMBL3925405_size_20_003,Inactive,-9
CHEMBL392718_size_20_001,Inactive,-10.4
CHEMBL392718_size_20_002,Inactive,-7.7
CHEMBL3927519_size_20_001,Inactive,-10.1
CHEMBL3927519_size_20_002,Inactive,-7.7
CHEMBL392949_size_20_001,Inactive,-10.2
CHEMBL392949_size_20_002,Inactive,-8.8
CHEMBL392949_size_20_003,Inactive,-7.4
CHEMBL392950_size_20_001,Inactive,29.5
CHEMBL392951_size_20_001,Inactive,-9.6
CHEMBL392951_size_20_002,Inactive,-8.3
CHEMBL392951_size_20_003,Inactive,-6.8
CHEMBL393005_size_20_001,Inactive,-8.7
CHEMBL393005_size_20_002,Inactive,-8.7
CHEMBL393005_size_20_003,Inactive,-8.5
CHEMBL393005_size_20_004,Inactive,-7.8
CHEMBL393005_size_20_005,Inactive,-7.4
CHEMBL393005_size_20_006,Inactive,-7.4
CHEMBL393005_size_20_007,Inactive,-7.3
CHEMBL393186_size_20_001,Inactive,-8.4
CHEMBL3932461_size_20_001,Inactive,-9.4
CHEMBL3932461_size_20_002,Inactive,-8.7
CHEMBL3932461_size_20_003,Inactive,-7.9
CHEMBL3934302_size_20_001,Inactive,-9.1
CHEMBL3934302_size_20_002,Inactive,-9
CHEMBL3934302_size_20_003,Inactive,-8.7
CHEMBL3934302_size_20_004,Inactive,-8.7
CHEMBL393593_size_20_001,Inactive,-9.8
CHEMBL393593_size_20_002,Inactive,-9.5
CHEMBL393593_size_20_003,Inactive,-8.4
CHEMBL393765_size_20_001,Inactive,-9.6
CHEMBL393765_size_20_002,Inactive,-8.9
CHEMBL393766_size_20_001,Inactive,-10.2
CHEMBL393766_size_20_002,Inactive,-9.2
CHEMBL393766_size_20_003,Inactive,-9.1
CHEMBL393766_size_20_004,Inactive,-9
CHEMBL393766_size_20_005,Inactive,-8.5
CHEMBL3937722_size_20_001,Inactive,-9.4
CHEMBL3937722_size_20_002,Inactive,-9.3
CHEMBL3937722_size_20_003,Inactive,-7.4
CHEMBL393777_size_20_001,Inactive,-9.5
CHEMBL393777_size_20_002,Inactive,-8.3
CHEMBL393777_size_20_003,Inactive,-8.3
CHEMBL393777_size_20_004,Inactive,-6.7
CHEMBL393778_size_20_001,Inactive,-8
CHEMBL393778_size_20_002,Inactive,-8
CHEMBL393778_size_20_003,Inactive,-7.4
CHEMBL393778_size_20_004,Inactive,-6.7
CHEMBL393805_size_20_001,Inactive,-10
CHEMBL393805_size_20_002,Inactive,-7.9
CHEMBL393805_size_20_003,Inactive,-7.4
CHEMBL393926_size_20_001,Inactive,-7.8
CHEMBL393926_size_20_002,Inactive,-7.6
CHEMBL393926_size_20_003,Inactive,-7.5
CHEMBL393926_size_20_004,Inactive,-7.4
CHEMBL393926_size_20_005,Inactive,-6
CHEMBL393938_size_20_001,Inactive,-5
CHEMBL393938_size_20_002,Inactive,-2.8
CHEMBL393939_size_20_001,Inactive,-10.6
CHEMBL393939_size_20_002,Inactive,-10
CHEMBL393939_size_20_003,Inactive,-9.4
CHEMBL393940_size_20_001,Inactive,-10.3
CHEMBL393940_size_20_002,Inactive,-9.1
CHEMBL393940_size_20_003,Inactive,-8.4
CHEMBL393987_size_20_001,Inactive,-8.1
CHEMBL393987_size_20_002,Inactive,-5.1
CHEMBL3946222_size_20_001,Inactive,-8.3
CHEMBL3946222_size_20_002,Inactive,-7.3
CHEMBL3946222_size_20_003,Inactive,-5.7
CHEMBL3947015_size_20_001,Inactive,-10.1
CHEMBL3947015_size_20_002,Inactive,-9.8
CHEMBL3947015_size_20_003,Inactive,-9.1
CHEMBL3947015_size_20_004,Inactive,-8.4
CHEMBL3947015_size_20_005,Inactive,-8
CHEMBL3947015_size_20_006,Inactive,-7.6
CHEMBL3947738_size_20_001,Inactive,-9.3
CHEMBL3947738_size_20_002,Inactive,-9
CHEMBL3947738_size_20_003,Inactive,-8.6
CHEMBL3947738_size_20_004,Inactive,-8.6
CHEMBL3947738_size_20_005,Inactive,-8.1
CHEMBL3947738_size_20_006,Inactive,-7.8
CHEMBL395558_size_20_001,Inactive,-8.5
CHEMBL395558_size_20_002,Inactive,-6.8
CHEMBL395558_size_20_003,Inactive,-6.7
CHEMBL3955741_size_20_001,Inactive,-9.9
CHEMBL3955741_size_20_002,Inactive,-9.5
CHEMBL3955741_size_20_003,Inactive,-8.2
CHEMBL3955741_size_20_004,Inactive,-7.3
CHEMBL3956415_size_20_001,Inactive,-4.5
CHEMBL3956415_size_20_002,Inactive,-3.6
CHEMBL3958704_size_20_001,Inactive,-8.3
CHEMBL3958704_size_20_002,Inactive,-8.1
CHEMBL3958704_size_20_003,Inactive,-7.6
CHEMBL3958704_size_20_004,Inactive,-6.6
CHEMBL396109_size_20_001,Inactive,-8.4
CHEMBL396109_size_20_002,Inactive,-8.2
CHEMBL396109_size_20_003,Inactive,-7.4
CHEMBL396109_size_20_004,Inactive,-7.1
CHEMBL3963887_size_20_001,Inactive,-9.2
CHEMBL3963887_size_20_002,Inactive,-9.1
CHEMBL3963887_size_20_003,Inactive,-8.6
CHEMBL3963887_size_20_004,Inactive,-7.5
CHEMBL3963887_size_20_005,Inactive,-7
CHEMBL3967369_size_20_001,Inactive,-8.3
CHEMBL3967369_size_20_002,Inactive,-6.1
CHEMBL397218_size_20_001,Inactive,-8.6
